influencer_name,category,country,followers,engagement_rate,global_score
Influenceur_45,Fashion,Germany,249017,1.7278509276879048,0.600251410099583
Influenceur_46,Tech,USA,424994,1.4444127152218407,0.7312505893473751
Influenceur_47,Travel,Italy,951768,6.926692018144765,0.7697466228570872
Influenceur_48,Tech,Germany,5722044,2.1839152933613297,0.9754103676847451
Influenceur_49,Food,Italy,8053846,9.495857377561947,0.57356328002671
Influenceur_50,Food,UK,1086941,13.333622078955203,0.3416411126906018
Influenceur_51,Food,UK,475982,13.36080743126211,0.6484645569002371
Influenceur_52,Food,UK,2548568,10.226635741851254,0.06844070924262613
Influenceur_53,Travel,France,283146,3.957245640621034,0.8973973183215863
Influenceur_54,Lifestyle,Italy,5463174,13.081955639024208,0.11938101133819679
Influenceur_55,Fashion,Germany,6134152,13.405308094384914,0.32784283788581825
Influenceur_56,Food,Germany,1174795,3.753150189341422,0.8157453806261209
Influenceur_57,Tech,Spain,9787938,11.323965200789482,0.5973123783307118
Influenceur_58,Food,Spain,7140030,5.011273684979721,0.3936355202774421
Influenceur_59,Tech,Spain,2687747,12.236964372941015,0.4734356593750214
Influenceur_60,Tech,UK,2419381,14.961330598650438,0.8545473932021803
Influenceur_61,Food,Germany,7036492,1.4203640746114994,0.34000438605989214
Influenceur_62,Travel,Italy,8319411,13.563122121073047,0.8696496848121713
Influenceur_63,Tech,UK,6869216,9.716827470381213,0.08813443097669149
Influenceur_64,Tech,France,2953295,14.627356668307495,0.7767984372086307
Influenceur_65,Food,Spain,3293616,7.510133245369986,0.8475476330547363
Influenceur_66,Tech,UK,87175,12.863431027999232,0.18181765283733875
Influenceur_67,Tech,UK,2088808,1.8735169603758812,0.43034653237220044
Influenceur_68,Food,France,1367453,5.69390670109614,0.16549977466365562
Influenceur_69,Food,USA,3021786,1.9382315285169396,0.7066041289942178
Influenceur_70,Fashion,Germany,105028,14.654803868706988,0.5353477680616567
Influenceur_71,Travel,Italy,1568242,12.437634701805713,0.635323346708321
Influenceur_72,Travel,USA,4329453,12.935663897443586,0.19648696695621115
Influenceur_73,Tech,Spain,4958008,14.131513240074518,0.21174586205241952
Influenceur_74,Travel,UK,5455315,2.1914488056769947,0.04149732550990637
Influenceur_75,Tech,France,8562442,6.398366295186667,0.3220675351957297
Influenceur_76,Fashion,France,2377555,1.9944884466160298,0.559744661333675
Influenceur_77,Food,Germany,9628395,3.9511034217004006,0.8579349139973288
Influenceur_78,Food,USA,3022359,4.211120878527413,0.6669274474586807
Influenceur_79,Food,Germany,9724177,7.567500954666102,0.43539632339975143
Influenceur_80,Travel,UK,9815436,4.759870344350996,0.9531201143941378
Influenceur_81,Fashion,Germany,2424165,2.4136934954486553,0.7192452005758319
Influenceur_82,Travel,Italy,7214776,3.344875247317508,0.93016520286255
Influenceur_83,Travel,France,3218823,3.061857889729273,0.5275879732721657
Influenceur_84,Fashion,France,7467918,14.623075170772175,0.2589042747931396
Influenceur_85,Fashion,Spain,5061646,11.63009509685863,0.052826686364721986
Influenceur_86,Fashion,Spain,3635654,14.548660513773868,0.7260848514838505
Influenceur_87,Fashion,UK,295711,7.156366811110719,0.12130299800553412
Influenceur_88,Food,Italy,5288172,4.897158743277192,0.3027751282719672
Influenceur_89,Lifestyle,USA,9521997,12.176104760928613,0.5324709078838974
Influenceur_90,Lifestyle,Germany,6922880,5.567554852576055,0.5644165877797477
Influenceur_91,Fashion,UK,585919,5.191367231874876,0.600583196987136
Influenceur_92,Lifestyle,Spain,3341106,4.255083890909637,0.16625533034970064
Influenceur_93,Lifestyle,Germany,9251354,2.815505695139295,0.37973740482164875
Influenceur_94,Fashion,Spain,432381,4.590482854234724,0.6171942271169667
Influenceur_95,Lifestyle,Germany,986433,5.974476478634427,0.9698188646337847
Influenceur_96,Travel,USA,8232462,10.435918914040226,0.7276311376996887
Influenceur_97,Tech,UK,4910164,1.875907791072322,0.9226037570939578
Influenceur_98,Tech,Germany,9919551,3.9470971553148013,0.762212058314177
Influenceur_99,Fashion,Italy,6346356,12.32633096408347,0.5917169688924004
Influenceur_100,Food,France,5689042,3.056906930172791,0.19202336913634455
Influenceur_101,Fashion,Italy,411067,5.797032051315302,0.666685651892513
Influenceur_102,Food,Italy,7104176,13.10522490601396,0.6233795659599071
Influenceur_103,Tech,France,470796,3.1689543560081974,0.6024691704572664
Influenceur_104,Fashion,Italy,7750616,2.1583156986546586,0.48978586798824075
Influenceur_105,Travel,Germany,6004376,7.783531931120152,0.5286566039892756
Influenceur_106,Lifestyle,Germany,5299283,5.2338731578995095,0.33444252711810407
Influenceur_107,Food,Germany,5868338,8.887717102773959,0.5193126926423032
Influenceur_108,Lifestyle,France,4999904,12.253268466768652,0.19755590567847825
Influenceur_109,Lifestyle,Italy,9402609,2.9200788341384043,0.8051743973603768
Influenceur_110,Fashion,France,322023,9.12978718375999,0.1857769546987078
Influenceur_111,Lifestyle,Germany,6280016,8.077122645458095,0.08496628988946642
Influenceur_112,Travel,Italy,7330583,3.017103004184794,0.43624602635715737
Influenceur_113,Lifestyle,Italy,7832636,9.735978797405753,0.6583074395060619
Influenceur_114,Fashion,Spain,3187902,4.830965850050803,0.43771682493354136
Influenceur_115,Travel,Spain,765111,7.829680459616175,0.2767541319513086
Influenceur_116,Tech,USA,2330715,2.1518125398788666,0.5581711838904407
Influenceur_117,Lifestyle,UK,2244805,7.4341768009907225,0.34700233541219994
Influenceur_118,Fashion,Spain,4314459,5.290488552599484,0.9328676901266331
Influenceur_119,Tech,France,1909054,12.51333695659496,0.9226451396035721
Influenceur_120,Tech,Spain,3467550,1.797702177963156,0.5023718199720955
Influenceur_121,Food,USA,1560184,6.860501848856619,0.3278839940182585
Influenceur_122,Travel,Italy,4184482,7.418039937840132,0.7371324139566391
Influenceur_123,Lifestyle,USA,8163113,11.150085068187662,0.03671294348306664
Influenceur_124,Fashion,Italy,3283523,9.040026051262954,0.47476900604365124
Influenceur_125,Food,Italy,8487276,10.340972720718534,0.33632339427033353
Influenceur_126,Travel,UK,6971383,11.878689999124585,0.9205358851025547
Influenceur_127,Food,Spain,7970339,13.070841631214643,0.012003027272682543
Influenceur_128,Travel,France,2780742,5.394256954114587,0.5528148757183491
Influenceur_129,Travel,France,2780374,8.532317875094641,0.740663581066626
Influenceur_130,Lifestyle,Germany,7306405,12.761513098148798,0.48501798752404124
Influenceur_131,Travel,Italy,6856539,14.85231583351079,0.08540303016272166
Influenceur_132,Food,France,8669522,13.453270354612684,0.9724613900279022
Influenceur_133,Travel,UK,4119803,6.200541676741275,0.5180104313760979
Influenceur_134,Lifestyle,Italy,5646289,3.7323312410611056,0.6141862443190114
Influenceur_135,Lifestyle,UK,8761063,7.851495523692242,0.23660978270750732
Influenceur_136,Food,France,1044586,11.382980325704592,0.4834980851068038
Influenceur_137,Tech,France,6050502,7.8959669905461665,0.42914949195832186
Influenceur_138,Tech,Germany,5557094,7.764532086391359,0.07489584200198374
Influenceur_139,Travel,France,3110581,12.735225895145208,0.10616035354746722
Influenceur_140,Fashion,Italy,2671637,6.059652906940609,0.8374725196187746
Influenceur_141,Travel,Italy,3682277,13.037125447363039,0.23981995220659025
Influenceur_142,Food,Italy,2094504,6.695267213324129,0.19495827149863054
Influenceur_143,Food,Germany,3031372,5.595263479496752,0.5049114512501393
Influenceur_144,Food,Germany,4864042,7.3558587567957865,0.7687471313625129
Influenceur_145,Food,France,2481378,11.674257421448159,0.06194651857898792
Influenceur_146,Food,USA,3840121,2.7640283900959197,0.5768079196382558
Influenceur_147,Lifestyle,USA,5363912,3.7498690222082436,0.11921044284057336
Influenceur_148,Tech,Germany,1363324,14.320227559283287,0.03646105082561846
Influenceur_149,Food,France,6763008,3.4568827833390032,0.05274395216221739
Influenceur_150,Fashion,USA,6134386,8.948182451034764,0.8341641082084413
Influenceur_151,Fashion,France,3382455,9.11040253326713,0.11797248362806156
Influenceur_152,Fashion,France,4278173,7.854742468703427,0.04515136441229195
Influenceur_153,Fashion,France,6044722,10.026433480075461,0.4378998871429123
Influenceur_154,Lifestyle,Spain,9268415,4.217574161166658,0.8439934719420248
Influenceur_155,Fashion,Italy,7020131,8.737271748874475,0.26240837648930193
Influenceur_156,Food,France,4406720,6.21042557345656,0.4217126175259164
Influenceur_157,Travel,Spain,4080028,10.263341634808647,0.03992253256375122
Influenceur_158,Fashion,Germany,7961036,2.9771296072240925,0.4490785141348759
Influenceur_159,Lifestyle,USA,6879989,8.992283835752668,0.5776130806371337
Influenceur_160,Lifestyle,Italy,1379277,3.593784975366532,0.5709070537521448
Influenceur_161,Fashion,USA,5532567,4.901002883610509,0.33242669217436516
Influenceur_162,Travel,Italy,6732090,4.061937204530166,0.3155331806631355
Influenceur_163,Fashion,USA,759971,3.5597289181634393,0.10662361893659789
Influenceur_164,Lifestyle,Italy,8232502,12.559953321849338,0.3667983206462684
Influenceur_165,Tech,USA,7759972,4.999905947252465,0.09949466887296465
Influenceur_166,Food,USA,4470276,13.97973294610229,0.7665959447120516
Influenceur_167,Lifestyle,USA,7466688,14.578971354832673,0.9662742977481859
Influenceur_168,Fashion,USA,4085837,8.997646579119362,0.9700744566667069
Influenceur_169,Food,Germany,9740665,3.0020157173201696,0.8650710993753938
Influenceur_170,Fashion,France,2243706,6.243675407314138,0.6007921493396191
Influenceur_171,Fashion,UK,6104645,12.168251686874996,0.7008656972438799
Influenceur_172,Tech,Spain,8884365,6.143470201758986,0.28520580268041407
Influenceur_173,Food,UK,2064376,2.2182410562390427,0.6307704201726206
Influenceur_174,Food,UK,1195111,8.79498875299463,0.45564954943987745
Influenceur_175,Tech,Italy,4971828,12.831691920944486,0.4820173397769325
Influenceur_176,Lifestyle,France,7742752,12.142969420009033,0.757776560375158
Influenceur_177,Fashion,Italy,2402919,3.4517239618249453,0.28191835559725165
Influenceur_178,Travel,France,1510948,10.418704601774534,0.3180396116945199
Influenceur_179,Fashion,France,6337090,4.0870596880990595,0.9246417911286366
Influenceur_180,Fashion,USA,4117834,4.054905483730411,0.056224294850972245
Influenceur_181,Lifestyle,Germany,2418630,13.237004826272592,0.4856342984133404
Influenceur_182,Fashion,USA,9993526,4.495365338363222,0.9128008004078617
Influenceur_183,Tech,Germany,5847196,4.685462851252156,0.610363007818157
Influenceur_184,Tech,Italy,8105213,1.0091474706581938,0.5464070742121321
Influenceur_185,Food,Germany,2712994,13.189366477757247,0.2497441792293552
Influenceur_186,Travel,Italy,5929626,12.096327384927886,0.34327548906444827
Influenceur_187,Fashion,UK,5567805,9.782605091269492,0.8520484158046929
Influenceur_188,Fashion,UK,4912444,11.503720695143791,0.5592181317684581
Influenceur_189,Lifestyle,Germany,202512,3.128679943942885,0.5147421937567799
Influenceur_190,Tech,Germany,3724379,7.416530324226056,0.09957971354002892
Influenceur_191,Travel,Italy,5855447,5.917071422882932,0.01602815645512312
Influenceur_192,Food,USA,1559420,2.312871367598231,0.9636851886870491
Influenceur_193,Tech,Italy,3355647,7.805826793008937,0.37698616728684164
Influenceur_194,Food,USA,8322934,13.890355104796896,0.6032130620995043
Influenceur_195,Lifestyle,UK,3910379,1.5608276667097227,0.07971507318728499
Influenceur_196,Lifestyle,France,3814409,5.080452788913115,0.6831142857230466
Influenceur_197,Fashion,Germany,6732055,3.9055731068798485,0.9325667087059609
Influenceur_198,Travel,USA,9045949,4.334053151319749,0.5756652529974197
Influenceur_199,Food,Italy,1530982,13.718083726311253,0.12611532237541057
Influenceur_200,Tech,UK,6291646,7.552966759280062,0.5817215274734767
Influenceur_201,Lifestyle,USA,4008422,7.528191781157464,0.7663472131046524
Influenceur_202,Fashion,Italy,6436288,11.648058994373953,0.40641653657401866
Influenceur_203,Fashion,Germany,9600446,3.1628908560689615,0.8798377479414679
Influenceur_204,Food,Germany,2174563,7.821714957400711,0.6486829533573645
Influenceur_205,Lifestyle,Spain,5191377,7.019792997694836,0.8992489182892025
Influenceur_206,Travel,France,5291091,9.356749667653187,0.6235053112473372
Influenceur_207,Lifestyle,Spain,4418285,14.99380784550614,0.13128797200482423
Influenceur_208,Food,UK,8022369,11.772284517148659,0.3096917111051891
Influenceur_209,Food,USA,4214955,6.57011984224398,0.20179494825245692
Influenceur_210,Lifestyle,UK,5069667,12.585742731836657,0.9088264977168623
Influenceur_211,Food,Italy,8100736,3.3899170863747226,0.7604000672874827
Influenceur_212,Lifestyle,Germany,2995696,1.4264916083254418,0.676398368910006
Influenceur_213,Tech,Spain,8153179,3.862277214499823,0.3009663196316217
Influenceur_214,Lifestyle,Spain,8836233,5.7657617855996355,0.18404477205021352
Influenceur_215,Lifestyle,Spain,3311106,8.148130604433838,0.7564510879889118
Influenceur_216,Food,UK,1382070,9.611807967576798,0.47415794587907967
Influenceur_217,Food,Germany,2603726,13.748480041001905,0.22578955215062912
Influenceur_218,Fashion,USA,6731308,8.137956133706407,0.6166219781652751
Influenceur_219,Fashion,Italy,8251353,8.017859024760211,0.040333852138451975
Influenceur_220,Tech,USA,5680706,1.7034021375217498,0.3261702541282535
Influenceur_221,Fashion,UK,4460252,1.4887617371871333,0.46855699459113465
Influenceur_222,Lifestyle,Italy,9968665,8.716239466829208,0.14795833410940584
Influenceur_223,Food,Spain,9259677,7.1345005854768235,0.9846544775908396
Influenceur_224,Fashion,France,9255234,12.74852552972418,0.20909736458961425
Influenceur_225,Fashion,UK,8504630,3.2495141859658325,0.13035313004326554
Influenceur_226,Tech,UK,5665635,1.3496032696386944,0.2035348738868964
Influenceur_227,Tech,Germany,4985045,7.286542751021762,0.7690611331597242
Influenceur_228,Lifestyle,USA,480529,4.324699794531605,0.4255056592718428
Influenceur_229,Food,UK,171445,1.6946012267437243,0.565415939752538
Influenceur_230,Tech,UK,3844242,11.144376015866806,0.021009156986360744
Influenceur_231,Fashion,Spain,6504503,2.5623019994014644,0.034431308573314556
Influenceur_232,Food,Spain,694029,9.516473000108803,0.44582554982701617
Influenceur_233,Food,Italy,5347355,4.934696502336449,0.8166552432016235
Influenceur_234,Fashion,France,8908978,3.4289447049703083,0.8852388787075652
Influenceur_235,Tech,Germany,6991440,6.316521320870445,0.08670656759564022
Influenceur_236,Fashion,France,4009694,12.220240867121351,0.5383631021010228
Influenceur_237,Food,Italy,3318505,6.489310076664018,0.9132296862792705
Influenceur_238,Travel,Spain,8211428,11.51077508895478,0.38797275439788637
Influenceur_239,Travel,USA,218944,2.75680815518811,0.8295658314283686
Influenceur_240,Lifestyle,Spain,5196686,11.818799875311107,0.1336956543994362
Influenceur_241,Fashion,Germany,7586472,4.317066548693081,0.9353944896677987
Influenceur_242,Fashion,Spain,1371303,10.48350381844422,0.7514233175313026
Influenceur_243,Lifestyle,Germany,4211765,8.920941767773948,0.9413343927869017
Influenceur_244,Lifestyle,Germany,7974443,14.008026040963623,0.6766172335525065
Influenceur_245,Lifestyle,Germany,2904100,6.422515251654397,0.363403931999427
Influenceur_246,Food,Italy,4676805,1.9263126436821663,0.9381811725247224
Influenceur_247,Fashion,Germany,1207162,1.2681767977175407,0.2755667763091785
Influenceur_248,Food,Germany,1056161,12.576019853618543,0.33217252206173253
Influenceur_249,Lifestyle,USA,6684851,8.346298927260051,0.7008084180017403
Influenceur_250,Fashion,France,4698482,11.85341672568929,0.7653162995253863
Influenceur_251,Food,UK,8358022,4.281958400161206,0.9294034838491538
Influenceur_252,Food,France,6993604,5.8311724371852725,0.2048024090562095
Influenceur_253,Lifestyle,Germany,1907501,1.4214542109584651,0.797998035219224
Influenceur_254,Fashion,USA,4764619,14.46089254403757,0.7385460533969634
Influenceur_255,Lifestyle,Spain,6475377,10.350150693811388,0.06379455625359787
Influenceur_256,Fashion,USA,6139439,14.064871228630286,0.38722314121020696
Influenceur_257,Travel,Germany,9071826,4.716949704007012,0.2827654570600986
Influenceur_258,Tech,USA,3895250,9.560490557159252,0.3044904243540304
Influenceur_259,Tech,USA,9001899,10.49899955609693,0.9829468795547008
Influenceur_260,Tech,Germany,4912059,5.445695803606238,0.6427774134799279
Influenceur_261,Lifestyle,Italy,6617912,12.873529290218821,0.7176761577934996
Influenceur_262,Travel,USA,5583694,14.26026048060347,0.9766176373150092
Influenceur_263,Fashion,UK,5238566,13.387971647744061,0.3772017824576387
Influenceur_264,Food,UK,729407,11.346937663151216,0.8018401684528059
Influenceur_265,Fashion,USA,2548143,4.884505516149357,0.43453096330449537
Influenceur_266,Food,Italy,347913,4.942624589478845,0.8695336718149798
Influenceur_267,Fashion,Spain,338821,14.487044486244532,0.18065754131130318
Influenceur_268,Travel,Germany,3897008,1.1439829430996884,0.9476861770642796
Influenceur_269,Food,UK,6735275,11.024699625390022,0.21877170841087967
Influenceur_270,Lifestyle,Spain,3625652,10.887446275773671,0.3262205069809315
Influenceur_271,Fashion,USA,5203734,9.717653573297165,0.7561922341067805
Influenceur_272,Fashion,Spain,8467411,14.861523845216121,0.3937551415654067
Influenceur_273,Food,France,7782580,5.366312100692153,0.6082113767664467
Influenceur_274,Lifestyle,UK,817744,5.759606093105474,0.4445735010694285
Influenceur_275,Lifestyle,USA,9147344,2.1051516412517777,0.7423699370897818
Influenceur_276,Travel,Germany,5730622,7.199173911612324,0.22833125236861085
Influenceur_277,Lifestyle,Italy,9098147,4.654679367287873,0.05845798723687701
Influenceur_278,Lifestyle,USA,8644012,5.807413830487019,0.29992939747306624
Influenceur_279,Lifestyle,Germany,6943705,12.684005063578788,0.47430866486843026
Influenceur_280,Tech,Italy,5555403,14.09678318938494,0.16802005219267857
Influenceur_281,Travel,Italy,27297,3.6002630080725986,0.3547972896563887
Influenceur_282,Fashion,USA,798443,6.215125041748522,0.3999830182935685
Influenceur_283,Food,Spain,3275962,14.000827869615517,0.05739184368827355
Influenceur_284,Fashion,Spain,6020334,1.8653184496491169,0.5833072481842045
Influenceur_285,Travel,Italy,9625754,2.2930473935592994,0.8843434279712875
Influenceur_286,Food,Spain,5762613,3.279073848887211,0.15174291295305242
Influenceur_287,Travel,France,1343572,9.332979677776247,0.597808013401514
Influenceur_288,Lifestyle,Italy,5647025,3.106611794083965,0.6647392049108463
Influenceur_289,Food,Italy,8082879,14.55306934031027,0.41933468041928834
Influenceur_290,Lifestyle,Germany,9014471,7.254003381619285,0.70109758736427
Influenceur_291,Fashion,Spain,4711669,8.02125144490233,0.41073154349101204
Influenceur_292,Fashion,Italy,3775056,4.45322062127569,0.5046372879774349
Influenceur_293,Food,France,3335315,7.593443534086269,0.00735304455442698
Influenceur_294,Food,Germany,5227092,10.266790856918162,0.6917201141346888
Influenceur_295,Travel,USA,8274605,11.516479917356598,0.6613426789447244
Influenceur_296,Travel,Italy,838791,11.554153157938782,0.03840087732634456
Influenceur_297,Lifestyle,France,3830887,9.090475577717237,0.3682501073951331
Influenceur_298,Food,UK,6662346,13.661036849914002,0.9790318407916674
Influenceur_299,Fashion,France,2856274,12.443709862285532,0.4207365625686168
Influenceur_300,Travel,France,5998099,11.598673605780757,0.5019454051318417
Influenceur_301,Travel,Germany,7079337,1.7784773035264487,0.9099301581597186
Influenceur_302,Fashion,USA,7881917,1.0962914710750904,0.7172618758657564
Influenceur_303,Travel,UK,5456079,3.9742618807366217,0.5820701311242236
Influenceur_304,Lifestyle,Spain,386794,10.289330314788332,0.7978046813410725
Influenceur_305,Food,Spain,3888450,6.756764844355642,0.8643662664559733
Influenceur_306,Fashion,France,3043349,6.633687630190364,0.45688807173726687
Influenceur_307,Food,Germany,9920074,13.384216435214592,0.4751083649318354
Influenceur_308,Travel,Germany,6417054,13.537879873845743,0.3860509356518358
Influenceur_309,Travel,Spain,792877,13.7284536967502,0.9667061400184606
Influenceur_310,Fashion,UK,4912825,5.394293071210383,0.6971662542903504
Influenceur_311,Lifestyle,USA,7078132,10.674781378349664,0.0832230662080723
Influenceur_312,Tech,UK,6309492,4.802864537841175,0.8629596233130185
Influenceur_313,Fashion,Italy,5808946,3.6685376630422972,0.4805599408362681
Influenceur_314,Tech,Italy,7246694,3.584854402863169,0.06875390642248747
Influenceur_315,Tech,USA,5938643,5.789506692090317,0.549717255163311
Influenceur_316,Lifestyle,Spain,9734700,7.019406676917504,0.4171642789757021
Influenceur_317,Tech,USA,6059850,12.633288394770958,0.8777494048626249
Influenceur_318,Tech,Germany,860350,2.678475308617969,0.20399460360938737
Influenceur_319,Lifestyle,Italy,8566255,11.288961863528518,0.8264646094921829
Influenceur_320,Tech,France,2343679,8.440368798650276,0.5576886911854527
Influenceur_321,Tech,France,445477,5.0312347974638945,0.05461030321346905
Influenceur_322,Tech,Spain,7746484,7.899474183459544,0.9718453013254846
Influenceur_323,Fashion,Germany,5661944,5.199188976878317,0.5126152441031999
Influenceur_324,Fashion,UK,4337308,9.345147373336284,0.2908768542315825
Influenceur_325,Fashion,Germany,1591420,7.073814919973419,0.4694068419892581
Influenceur_326,Lifestyle,France,796261,3.301677407104302,0.857857783517489
Influenceur_327,Travel,France,3504708,2.6321630437797543,0.3049031243850635
Influenceur_328,Tech,Italy,6962314,8.653739549009822,0.19267639648670032
Influenceur_329,Tech,Germany,3089042,13.633782466005448,0.12907124693088146
Influenceur_330,Lifestyle,Germany,6675769,5.815407611807598,0.29785939839021125
Influenceur_331,Tech,France,6548655,11.262001501116725,0.7800480870400435
Influenceur_332,Fashion,UK,8524668,10.221258969156738,0.4716263651952617
Influenceur_333,Travel,Spain,5978633,14.041768800332735,0.22748160369353998
Influenceur_334,Food,Spain,6908046,12.493734242187973,0.1661849996097492
Influenceur_335,Tech,Germany,3087099,8.932473624676483,0.3327294765103791
Influenceur_336,Fashion,Spain,2854180,10.198426975277503,0.9399243728857088
Influenceur_337,Food,France,6768699,13.577410532176488,0.3430267125900244
Influenceur_338,Travel,France,7993939,6.593262984217088,0.9881240759546354
Influenceur_339,Food,Germany,5076112,5.575125882008884,0.4852304557653562
Influenceur_340,Fashion,Germany,4103886,1.1513551708927487,0.17916391829015088
Influenceur_341,Food,Italy,8960668,12.5717150386805,0.8911400917935094
Influenceur_342,Lifestyle,Germany,5311358,12.213729805647109,0.4603553731348269
Influenceur_343,Food,UK,1516145,2.4623632534021196,0.7096713435045244
Influenceur_344,Tech,Spain,2658202,9.076003335857804,0.9837115832091518
Influenceur_345,Tech,Germany,1202931,7.4957437743364235,0.050175350319974
Influenceur_346,Lifestyle,USA,4899084,2.6619273371275605,0.09669455978756714
Influenceur_347,Fashion,Italy,7143456,14.727955178850129,0.7204567414627562
Influenceur_348,Tech,USA,881522,4.005742424486976,0.281825003295472
Influenceur_349,Travel,France,6059531,1.941278521267856,0.18430139695009906
Influenceur_350,Tech,Spain,9940855,9.327863313026734,0.039361879819729495
Influenceur_351,Tech,Germany,6900709,11.344133479862457,0.021846711986201806
Influenceur_352,Fashion,USA,2191906,1.4542082446606175,0.7744856031197909
Influenceur_353,Food,Spain,9000884,10.22204694217831,0.13443342736955
Influenceur_354,Tech,France,1510134,8.452086263320362,0.4677206159711509
Influenceur_355,Lifestyle,UK,2614884,2.445710124250678,0.605896815179483
Influenceur_356,Food,Italy,1715243,3.4153342772490687,0.42835180056884625
Influenceur_357,Travel,Spain,4284692,8.951640162425127,0.027106652336233106
Influenceur_358,Fashion,Spain,249779,5.149006589186037,0.7835015025879088
Influenceur_359,Travel,UK,2985605,14.136420201118424,0.010513224541653488
Influenceur_360,Food,Spain,5109154,12.462363212776712,0.761889894377484
Influenceur_361,Food,France,6299249,14.769940891191283,0.8933044937881227
Influenceur_362,Food,France,8162885,4.635391745305796,0.4328399210571723
Influenceur_363,Travel,UK,9186748,14.576130859171679,0.5355424730977982
Influenceur_364,Food,Italy,6174014,7.037274177081811,0.47698339261765377
Influenceur_365,Travel,Germany,7509412,5.865263134392565,0.3892086186234388
Influenceur_366,Food,USA,6226074,1.7048933775709454,0.8874245353703603
Influenceur_367,Lifestyle,Germany,5343968,1.7387136100344367,0.8939335106699905
Influenceur_368,Food,Spain,4598727,10.688157583253165,0.3358163646415345
Influenceur_369,Travel,USA,8335032,7.411005922076391,0.615069754014698
Influenceur_370,Tech,UK,8988989,4.17130276450548,0.9269075621458641
Influenceur_371,Food,UK,3693909,9.595584288553257,0.9620584989413515
Influenceur_372,Tech,Italy,1549600,4.540013655501556,0.5089590404220475
Influenceur_373,Lifestyle,USA,7475106,9.086844560821916,0.4528248052843268
Influenceur_374,Fashion,France,5093801,6.028922457757664,0.2786943159285258
Influenceur_375,Lifestyle,USA,2237503,12.529731172565466,0.95887187319041
Influenceur_376,Food,Spain,3080771,12.48974625073491,0.14281430447286736
