influencer_name,category,followers,posts,avg_likes,avg_comments,engagement_rate,country,influence_score,rank,username,channel_info,followers_normalized,engagement_normalized,popularity_score,engagement_rate_normalized,posts_normalized,avg_likes_normalized,avg_comments_normalized,category_encoded,country_encoded,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,global_score
City69568 Mag,Unknown,2100000,140.0,119200.0,4000000.0,7.584499999999999,France,100.0,11.0,Unknown,city69568_mag,-0.34866377154126255,0.50605138607167,0.18315923126285194,-3.651487174678101e-16,-1.3329235516036673,-0.23212906893818186,-0.11797601536043031,7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006974808767916452
Official33197 Life,Unknown,16399999,1000.0,388000.0,4000000.0,7.5845,Australia,100.0,12.0,Unknown,official33197_life,0.01682060619025622,0.5060513860716701,0.2858380836016047,0.0,-0.779073097397271,0.03773958437388214,-0.11797601536043031,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21434108532722967
Influenceur,Unknown,466200,2900.0,51100.0,4000000.0,7.5845,Japan,100.0,13.0,Unknown,daily11119_official,-0.39042100357587706,0.5060513860716701,0.20215431260336317,0.0,0.4445499991052322,-0.30049981034648376,-0.11797601536043031,7,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06539830542237383
Mind,Unknown,9000000,2400.0,395000.0,4000000.0,7.5845,India,100.0,14.0,Unknown,mind8692_zone,-0.17231115736643082,0.5060513860716701,0.3270556308578241,0.0,0.12254392107825764,0.04476741388721714,-0.11797601536043031,7,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17151838368345274
Home24203 Daily,Unknown,8500000,3200.0,229400.0,4000000.0,7.5845,Brazil,100.0,15.0,Unknown,home24203_daily,-0.18509033230663602,0.5060513860716701,0.33633886121870793,0.0,0.6377536459214169,-0.12149095288539372,-0.11797601536043031,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19620340585030832
Mind,Unknown,1400000,894.0,32200.0,4000000.0,7.5845,Tunisia,100.0,16.0,Unknown,mind13821_tv,-0.36655461645754983,0.5060513860716701,0.15954032277636002,0.0,-0.8473383859389897,-0.31947495003248827,-0.11797601536043031,7,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031659964478004286
Home14147 Life,Unknown,8300000,2700.0,294900.0,4000000.0,7.584499999999999,Germany,100.0,17.0,Unknown,home14147_life,-0.1902020022827181,0.50605138607167,0.21311931911664206,-3.651487174678101e-16,0.31574756789444236,-0.05573054815347336,-0.11797601536043031,7,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06597485970160236
Glam31857 Daily,Unknown,5900000,2800.0,198600.0,4000000.0,7.584499999999999,Japan,100.0,18.0,Unknown,glam31857_daily,-0.25154204199570307,0.50605138607167,0.44416087179122576,-3.651487174678101e-16,0.3801487834998373,-0.15241340274406773,-0.11797601536043031,7,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1723522108263923
Official61468 Hub,Unknown,1500000,2100.0,59200.0,4000000.0,7.5845,Egypt,100.0,19.0,Unknown,official61468_hub,-0.3639987814695088,0.5060513860716701,0.20238733106393567,0.0,-0.07065972573792709,-0.29236760762391045,-0.11797601536043031,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08967081128643785
City67937 Mag,Unknown,1200000,2700.0,39600.0,4000000.0,7.5845,South Korea,100.0,20.0,Unknown,city67937_mag,-0.3716662864336319,0.5060513860716701,0.4436055057769034,0.0,0.31574756789444236,-0.3120455302612484,-0.11797601536043031,7,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14877741590029503
Fit70670 Studio,Unknown,6500000,3000.0,347800.0,4000000.0,7.5845,South Korea,100.0,21.0,Unknown,fit70670_studio,-0.23620703206745683,0.5060513860716701,0.2081531783199631,0.0,0.5089512147106271,-0.0026202365455560016,-0.11797601536043031,7,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12589144780802403
Home,Unknown,1700000,3400.0,83400.0,4000000.0,7.5845,United Kingdom,100.0,22.0,Unknown,home41629_official,-0.3588871114934267,0.5060513860716701,0.3115397152587036,0.0,0.7665560771322066,-0.26807139702066657,-0.11797601536043031,7,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06244421137749344
Style72790 Daily,Unknown,68300000,3900.0,1300000.0,4000000.0,7.5845,United Kingdom,100.0,23.0,Unknown,style72790_daily,1.3432989905419057,0.5060513860716701,0.49163885374016786,0.0,1.0885621551591813,0.9533653723969564,-0.11797601536043031,7,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5286620813223115
Influenceur,Unknown,8500000,2400.0,494900.0,4000000.0,7.584499999999999,Canada,100.0,24.0,Unknown,eco27587_zone,-0.18509033230663602,0.50605138607167,0.3657965466967583,-3.651487174678101e-16,0.12254392107825764,0.1450645807989552,-0.11797601536043031,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2013574086461652
Fit56579 Life,Unknown,166000,2100.0,12800.0,4000000.0,7.5845,India,100.0,25.0,Unknown,fit56579_life,-0.3980936202099763,0.5060513860716701,0.450591043917521,0.0,-0.07065972573792709,-0.33895207754087386,-0.11797601536043031,7,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18096806254784106
City32031 Hub,Unknown,6900000,1400.0,301200.0,4000000.0,7.5845,Netherlands,100.0,26.0,Unknown,city32031_hub,-0.22598369211529265,0.5060513860716701,0.26785489777485505,0.0,-0.5214682349756914,-0.04940550159147186,-0.11797601536043031,7,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09414099988084543
Urban,Unknown,77900000,2700.0,1100000.0,4000000.0,7.5845,Italy,100.0,27.0,Unknown,urban44345_official,1.5886591493938453,0.5060513860716701,0.39183531110790093,0.0,0.31574756789444236,0.7525702434445278,-0.11797601536043031,7,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5400790188940381
Urban,Unknown,256000,2100.0,10200.0,4000000.0,7.5845,Italy,100.0,28.0,Unknown,urban48298_official,-0.39579336872073934,0.5060513860716701,0.1852545617939783,0.0,-0.07065972573792709,-0.3415624142172554,-0.11797601536043031,7,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02391472810696383
Influenceur,Unknown,460100,3600.0,16800.0,4000000.0,7.5845,United Kingdom,100.0,29.0,Unknown,style57091_vlog,-0.39057690951014756,0.5060513860716701,0.1827672192600844,0.0,0.8953585083429965,-0.3349361749618253,-0.11797601536043031,7,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06355972904314179
Vibes16971 Mag,Unknown,443400,3100.0,28200.0,4000000.0,7.5845,Turkey,100.0,30.0,Unknown,vibes16971_mag,-0.3910037339531504,0.5060513860716701,0.19702967433459623,0.0,0.573352430316022,-0.32349085261153687,-0.11797601536043031,7,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08920777630299627
Urban,Unknown,5500000,766.0,159200.0,4000000.0,7.584499999999999,Norway,100.0,31.0,Unknown,urban71804_lab,-0.2617653819478672,0.50605138607167,0.4116688980526837,-3.651487174678101e-16,-0.9297719419138951,-0.19197004314769614,-0.11797601536043031,7,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1451346241074709
Tech,Unknown,2000000,3200.0,45400.0,4000000.0,7.584499999999999,Mexico,100.0,32.0,Unknown,tech48794_world,-0.3512196065293036,0.50605138607167,0.3885516241714738,-3.651487174678101e-16,0.6377536459214169,-0.306222471521628,-0.11797601536043031,7,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12565804882120934
Shop29212 Hub,Unknown,9100000,3200.0,524900.0,4000000.0,7.5845,India,100.0,33.0,Unknown,shop29212_hub,-0.1697553223783898,0.5060513860716701,0.3468242587617826,0.0,0.6377536459214169,0.1751838501418195,-0.11797601536043031,7,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12681778622690734
Life22684 Hub,Unknown,4099999,1900.0,148800.0,4000000.0,7.5845,Canada,100.0,34.0,Unknown,life22684_hub,-0.29754709733879164,0.5060513860716701,0.3554190180587229,0.0,-0.19946215694871688,-0.20241138985322243,-0.11797601536043031,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1773078309732921
Mind86990 Studio,Unknown,2900000,2100.0,158600.0,4000000.0,7.5845,Turkey,100.0,35.0,Unknown,mind86990_studio,-0.32821709163693424,0.5060513860716701,0.3535391946892681,0.0,-0.07065972573792709,-0.19257242853455342,-0.11797601536043031,7,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12255976575192973
Beauty79182 Mag,Unknown,156400,2000.0,17600.0,4000000.0,7.5845,Australia,100.0,36.0,Unknown,beauty79182_mag,-0.3983389803688282,0.5060513860716701,0.3233963862837531,0.0,-0.135060941343322,-0.3341329944460156,-0.11797601536043031,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09991203844111066
Travel,Unknown,14900000,2200.0,274300.0,4000000.0,7.5845,South Korea,100.0,37.0,Unknown,travel94969_lab,-0.021516893072009494,0.5060513860716701,0.40134330900923143,0.0,-0.006258510132532179,-0.0764124464355735,-0.11797601536043031,7,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243088377686638
Music80668 Mag,Unknown,7700000,3300.0,298400.0,4000000.0,7.584499999999999,Argentina,100.0,38.0,Unknown,music80668_mag,-0.20553701221096435,0.50605138607167,0.304471116072634,-3.651487174678101e-16,0.7021548615268118,-0.05221663339680586,-0.11797601536043031,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12069509279988452
Influenceur,Unknown,1000000,3700.0,59600.0,4000000.0,7.5845,Germany,100.0,39.0,Unknown,style91984_official,-0.376777956409714,0.5060513860716701,0.4279978412928175,0.0,0.9597597239483914,-0.2919660173660056,-0.11797601536043031,7,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15497776428323828
Tech17872 Daily,Unknown,180900,1300.0,19600.0,4000000.0,7.5845,Netherlands,100.0,40.0,Unknown,tech17872_daily,-0.39771280079675814,0.5060513860716701,0.22139998631076918,0.0,-0.5858694505810863,-0.3321250431564913,-0.11797601536043031,7,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08928392016394608
Travel,Unknown,1600000,3900.0,94100.0,4000000.0,7.5845,Egypt,100.0,41.0,Unknown,travel99606_zone,-0.36144294648146774,0.5060513860716701,0.32337187969950576,0.0,1.0885621551591813,-0.25732885762171165,-0.11797601536043031,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13787001094562507
Moda,Unknown,195400,2700.0,8800.0,4000000.0,7.5845,Canada,100.0,42.0,Unknown,moda46891_tv,-0.3973422047234922,0.5060513860716701,0.3448094171843656,0.0,0.31574756789444236,-0.3429679801199224,-0.11797601536043031,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10850963336646555
Trend16856 Style,Unknown,9400000,1300.0,546300.0,4000000.0,7.5845,Turkey,100.0,43.0,Unknown,trend16856_style,-0.16208781741426667,0.5060513860716701,0.17891623445166727,0.0,-0.5858694505810863,0.19666892893972937,-0.11797601536043031,7,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05890182697489369
Music690 Life,Unknown,159300,799.0,17100.0,4000000.0,7.5845,Mexico,100.0,44.0,Unknown,music690_life,-0.39826486115417503,0.5060513860716701,0.3239959572126946,0.0,-0.9085195407641148,-0.33463498226839666,-0.11797601536043031,7,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06591599295869247
Fit,Unknown,1100000,2500.0,25300.0,4000000.0,7.584499999999999,Italy,100.0,45.0,Unknown,fit24390_world,-0.37422212142167294,0.50605138607167,0.36030581521274985,-3.651487174678101e-16,0.18694513668365254,-0.3264023819813471,-0.11797601536043031,7,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11026836913660115
Life,Unknown,1300000,66.0,52300.0,4000000.0,7.584499999999999,Australia,100.0,46.0,Unknown,life74545_tv,-0.3691104514455909,0.50605138607167,0.35134086270875886,-3.651487174678101e-16,-1.3805804511516595,-0.2992950395727692,-0.11797601536043031,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14041854002030968
Urban85659 Studio,Unknown,441800,377.0,45000.0,4000000.0,7.584499999999999,India,100.0,47.0,Unknown,urban85659_studio,-0.3910446273129591,0.50605138607167,0.21492108305366708,-3.651487174678101e-16,-1.1802926706188812,-0.3066240617795329,-0.11797601536043031,7,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07225904370036715
Mind24472 Mag,Unknown,1900000,2500.0,88900.0,4000000.0,7.584499999999999,Germany,100.0,48.0,Unknown,mind24472_mag,-0.35377544151734464,0.50605138607167,0.3873166804710023,-3.651487174678101e-16,0.18694513668365254,-0.2625495309744748,-0.11797601536043031,7,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11810359304846368
City87872 Mag,Unknown,5100000,1600.0,128199.0,4000000.0,7.584499999999999,Mexico,100.0,49.0,Unknown,city87872_mag,-0.27198872190003137,0.50605138607167,0.24552046824964707,-3.651487174678101e-16,-0.3926658037649016,-0.22309429211096735,-0.11797601536043031,7,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05917974890623971
Beauty41043 Daily,Unknown,668500,1200.0,36300.0,4000000.0,7.584499999999999,United States,100.0,50.0,Unknown,beauty41043_daily,-0.38525054939507003,0.50605138607167,0.3071995472217953,-3.651487174678101e-16,-0.6502706661864812,-0.3153586498889635,-0.11797601536043031,7,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429768929270256
Vibes,Unknown,366300,1800.0,26100.0,4000000.0,7.5845,Brazil,100.0,51.0,Unknown,vibes15248_vlog,-0.3929742827289301,0.5060513860716701,0.3328815281770945,0.0,-0.2638633725541118,-0.32559920146553734,-0.11797601536043031,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10181190082108482
